,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
1076,5464305,2 guests,studio,1 bed,1 bath,$84,$105,Show all 21 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.666516192283524&2d139.55826491762127&2m2&1d35.742137695734776&2d139.71438673119803&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._rfvfjw&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=31353,"NOW RENOVATED and SPECIAL DISCOUNTS!!
(1) 10min train to Shinjuku but very residential local fun town
(2) Full privacy: the entire building is our property.
(3) 1F is the coolest cafe/bar where you can get lots of local tips for your trip.
If above are what you are looking for, this is your Tokyo home base. Enjoy!
For 5-6 guests, it will become 2 rooms plan so please book both
3F (https://www.airbnb.jp/rooms/5464293) and 2F (https://www.airbnb.jp/rooms/5464305) of this building.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 4PM - 2AM (next day) and check out by 11AM
Self check-in with lockbox
Read all rules",$122
1077,36857821,2 guests,1 bedroom,1 bed,1 bath,$37,$113,Show all 22 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.65310801243472&2d139.65048904507898&2m2&1d35.72874247136755&2d139.80419778420048&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ar132p&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=38026,"Welcome!!
This cozy studio near the metropolitan Shinjuku area is the perfect pick, offering both convenience and comfort! Access to many popular destinations available, notably Shinjuku's famous department stores such as Isetan, discount mega electronics store Bic Camera, and Don Quijote is only 3 min train away!
Easy access to Narita/Haneda Airport is available via Shinjuku too! Too lazy to use public transportation? No problem, airport pickup available upon request!
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 12AM (midnight) and check out by 10AM",$140
1078,38206364,3 guests,1 bedroom,2 beds,1 bath,$61,$107,Show all 23 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.67370488165453&2d139.59212191229574&2m2&1d35.74932093986522&2d139.74823248408552&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._bpsmkz&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=45151,"☆ABOUT MY ROOM☆
- Bed town staying: Direct access to Shinjuku and Tokyo station (by JR Cho-line). You can stay in one of the most famous bed town (Like a satellite city near the big city) in Japan as Living.
- Various shoppings for living: There are convenience store, supermarket, drag store, Don Quixote and shopping mole ""Nakano broadway""(Famous as Otaku cultural spot) near the room. The place is useful for long stay.
If you have any questions, feel free to ask us :)
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with lockbox
Read all rules",$129
1079,38368217,5 guests,2 bedrooms,2 beds,2 baths,$94,$121,Show all 19 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.69195680941197&2d139.68294575610196&2m2&1d35.767554695521&2d139.83901881129486&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ml53rd&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=98828,"My apartment is a 60-square-meter apartment with 2 rooms, lovely japanese style hardcover and could accommodate up to 5 guests.
My apartment is located in a perfect area where you can go to sta.Nishi-Nippori by 6 mins walking, sta.Nippori from where you can go to airport directly by 12 mins walking and sta.Ueno by 20 mins walking. You can also go to Akihabara in 6 mins, Ikebukuro in 14mins, Ginza/ Shinjuku/ Ropponki/Shibuya in 30 mins.
There are also some supermarkets, restaurants around.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Read all rules",$140
1080,31135198,3 guests,1 bedroom,1 bed,1.5 baths,$28,$107,Show all 32 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.687176571552946&2d139.717259523522&2m2&1d35.762779829512226&2d139.8733436689863&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._55zb9q&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=86322,"Thank you very much for using CozyHomeHOTEL today.
I hope your stay will be meaningful.
walk 8 minutes from Tokyo metro Hibiya line ""Minowa"" station ,
walk 14 minutes from the Tsukuba Express ""Asakusa"" station.
Read more about the space
Contact host","House rules
No smoking
No pets
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox",$134
1081,34771096,4 guests,1 bedroom,2 beds,1 bath,$55,$101,Show all 32 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.69531916490878&2d139.64043972259435&2m2&1d35.77091384274129&2d139.79406761625398&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._6guk2q&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=130147,"It is a 8-minute walk from Yamanote Line Ikebukuro Station and is conveniently located in the heart of Shinjuku, 5 minutes from Shinjuku and 9 minutes from Shibuya Station. It is convenient for the Yamanote Line Station. The bedroom is a double bed, a Double floor mattress bed, 30 square meters, 4 Guests staying very comfortable.Warm travel from here, I warmly welcome you to visit.险
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 2AM (next day) and check out by 10AM
Self check-in with lockbox
Read all rules",$121
1082,37538954,4 guests,1 bedroom,2 beds,1 bath,$77,$109,Show all 16 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.666480400664724&2d139.76547394542683&2m2&1d35.74210182822923&2d139.91915620144505&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._fkpu2i&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=60309,"Just a 3-minute walk from the Hirai Station.
We offer fluffy (and clean) futons, clean towels and sheets.
Up to 4 people can stay. There are 2 semi-double beds.
Room is equipped with unlimited fixed Wi-Fi (not portable)
There are also convenience store (LAWSON) and a large supermarket nearby!
It is along the JR Sobu Line, can access Akihabara and Ryogoku area without transfer.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 5PM and check out by 10AM
Read all rules",$127
1083,38112281,5 guests,1 bedroom,2 beds,1 bath,$70,$103,Show all 18 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.69716151759507&2d139.62591511277924&2m2&1d35.77275493292709&2d139.77954044071214&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._lh28v6&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=76334,"Translate this description to English
Ikebukuro Aoba GREEN LEAF GARDEN ♡ Self check-in / out ♡ self check-in / out ♡ Self-help entry / exit ♡ Convenience of a 6-minute walk from Kanamecho Station on the Yurakucho Line. It takes about 10 minutes from Airbnb to JR Ikebukuro Station. JR ""Shinjuku Station"" is about 15 minutes by train from this Airbnb. Arisu-cho Line Kaname-cho 6 minutes walk! JR Ikebukuro Jinyu Step 10 minutes bell! JR Shinjuku 站 train 15 minutes bell immediate delivery! 6 mins walk from Yurakucho line Kanamecho station to here! 10 mins walk from JR Ikebukuro station to here!
池袋 青葉苑 GREEN LEAF GARDEN
♡ｾﾙﾌ ﾁｪｯｸｲﾝ/ｱｳﾄ♡self check-in/out♡自助入住/退房♡
地下鉄有楽町線｢要町駅｣ 徒歩6分の利便性｡
JR｢池袋駅｣へはこのAirbnbから徒步で約10分｡
JR｢新宿駅｣へはこのAirbnbから電車で約15分｡
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 4PM - 10PM and check out by 11AM
Self check-in with keypad
Read all rules",$122
1084,37481598,3 guests,1 bedroom,0 beds,1.5 baths,$33,$106,Show all 20 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.67553982657022&2d139.7385478684795&2m2&1d35.7511546039956&2d139.89465579606735&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._mi1bok&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=30712,"Translate this description to English
Newly opened boutique hotel around Sensoji Temple! Trams run to Sensoji Temple in just 3 minutes and walk to Skytree Skytree in just 4 minutes. At the foot of the Skytree, JR ""being"". There are also a number of routes that can be reached directly at Tiantian Airport and Haneda Airport. Surrounding shopping malls, convenience stores, supermarkets, pharmacies, everything is convenient, convenient transportation and convenient living. Narita Airport Haneda Airport tram is direct! It takes only 4 minutes to walk to the station! The line is very convenient, very convenient! Direct access to ""Asakusa"" 3 minutes to ""Ginza"" 14 minutes to "" Omotesando"" 29 minutes to ""Shibuya"" 30 minutes to ""Haneda Airport"" 41 minutes to ""Narita Airport"" 57 minutes Transfer to Ueno for 12 minutes and change to Shinjuku for 27 minutes. Transfer to Kamakura for 1 hour. 1 hour and 20 minutes.
浅草寺周边新开张精品酒店!
电车到浅草寺只需3分钟,步行到晴空塔Skytree仅需4分钟｡位处晴空塔脚下JR“押上”｡并且有多条线路,可直达成田机场和羽田机场｡周边商场､便利商店､超市､药局应有尽有,交通便利,生活便捷｡
成田机场 羽田机场 电车直达!
步行到车站 仅需4分钟!线路四通八达,相当便捷!
直达“浅草” 3分钟
直达“銀座” 14分钟
直达“表参道” 29分钟
直达“涩谷” 30分钟
直达“羽田空港” 41分钟
直达“成田空港” 57分钟
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Read all rules",$131
1085,29601977,3 guests,1 bedroom,2 beds,1 bath,$47,$107,Show all 17 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.70569901995725&2d139.63600636260117&2m2&1d35.78128469802463&2d139.79205421409506&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._vzgo4y&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=60455,"Simple and stylish new house!
In addition, the house also offers necessary facilities and basic amenities for you, very suitable for long-term or short-term stay. I believe you will love my property.
Feel free to ask me for more details as I am always online
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 5PM and check out by 11AM
Self check-in with keypad",$130
1086,30695629,4 guests,1 bedroom,2 beds,1 bath,$65,$115,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.67696728536861&2d139.72238968859335&2m2&1d35.75257991857066&2d139.87849318939766&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._727dtw&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=58822,"Translate this description to English
Easy access to Asakusa Sensoji, Tokyo Sky tree, Ueno, Ameyoko, Okachimachi, Akihabara, Ginza, Nihonbashi. The Nearest Station is Asakusa station (G19) Ginza Line. And Tobu Line, Asakusa Line are nearby. Tokyo Disney Resort also Easily accessible!
Easy access to Asakusa Sensoji , Tokyo Sky tree , Ueno, Ameyoko, Okachimachi , Akihabara, Ginza, Nihonbashi.
The Nearest Station is Asakusa station (G19) Ginza Line.
And Tobu Line, Asakusa Line are nearby.
Tokyo Disney Resort also Easily accessible!
License or registration number
Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10048号
Learn about this number
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with lockbox",$137
1087,14210777,8 guests,2 bedrooms,8 beds,1 bath,$28,$101,Show all 25 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d34.859073092683516&2d139.05192600075543&2m2&1d34.93545358928185&2d139.20715088093903&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._1w3sl2&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=118991,"Translate this description to English
It is a private house near the Tomi fishing port, famous for its beautiful sea color ""Tomitou Blue"" ☆ Look at the magnificent J-Rock on the Jogasaki Coast and walk to a famous scuba diving spot in 2 minutes! In summer, you can enjoy the sea and go home, and in winter, the sky full of stars looking up in a large garden is the best ♪ In recent years, the Jogasaki area has become extremely popular as a geopark! The terrain created by the eruption of Mt. Omuro 4000 years ago is full of dynamic and natural mysteries. In addition, many tourist facilities are densely located within a 20-minute drive, and the popular point unique to Izukogen. Enjoy the leisurely “Izu time” and nature-rich Jogasaki coast while watching the sea. ★ Request before reservation ★ Since the opening, unfortunately, when using it with a large number of people, there has been a conspicuous case of making a fuss with songs and games until late at night, causing inconvenience to the neighborhood. Depending on the situation, we may leave the room, so please understand and consider it so that your wonderful trip will not be spoiled.
美しい海の色｢富戸ﾌﾞﾙｰ｣で有名な､富戸漁港近くにあるﾌﾟﾗｲﾍﾞｰﾄﾊｳｽです☆
城ヶ崎海岸の雄大なJﾛｯｸを眺め､ｽｷｭｰﾊﾞﾀﾞｲﾋﾞﾝｸﾞの有名ｽﾎﾟｯﾄまでは歩いて2分!夏は海遊びをしてそのまま帰宅できる気軽さ､冬は広いお庭で見上げる満天の星空が最高です♪
近年はｼﾞｵﾊﾟｰｸとしての人気も過熱している城ｹ崎ｴﾘｱ!4000年前の大室山噴火により作られた地形は､ﾀﾞｲﾅﾐｯｸかつ自然の神秘を感じる不思議もたくさん詰まっています｡また､車で20分ほどの範囲にたくさんの観光施設が密集しているのもも､伊豆高原ならではの人気ﾎﾟｲﾝﾄ☆ｶｯﾌﾟﾙでもﾌｧﾐﾘｰでも友人ｸﾞﾙｰﾌﾟでも､いろいろな楽しみ方ができますよ｡
海を眺めながら､のんびり流れる『伊豆時間』と自然豊かな城ヶ崎海岸を楽しんでお過ごしください｡
★ご予約前のお願い★
ｵｰﾌﾟﾝ以降､残念ながら大人数でのご利用時に深夜まで歌やｹﾞｰﾑで大騒ぎをし､近隣にご迷惑をおかけしてしまうｹｰｽが目立っております｡状況によっては退室いただく場合もございますので､素敵なご旅行が台無しになってしまわないよう､ご理解とご配慮をお願いいたします｡
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 10PM and check out by 10AM
Self check-in with lockbox
Read all rules",$126
1088,5464293,4 guests,studio,2 beds,1.5 baths,$84,$119,Show all 21 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66678910065368&2d139.55933277124666&2m2&1d35.74241118273563&2d139.71545577941583&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._g9dhqr&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=64848,"NOW RENOVATED and SPECIAL DISCOUNTS!!
(1) 10min train to Shinjuku but very residential local fun town
(2) Full privacy: the entire building is our property.
(3) 1F is the coolest cafe/bar where you can get lots of local tips for your trip.
If above are what you are looking for, this is your Tokyo home base. Enjoy!
For 5-6 guests, it will become 2 rooms plan so please book both
3F (https://www.airbnb.jp/rooms/5464293) and 2F (https://www.airbnb.jp/rooms/5464305) of this building.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 4PM - 2AM (next day) and check out by 11AM
Self check-in with smart lock
Read all rules",$140
1089,31664349,6 guests,2 bedrooms,2 beds,1 bath,$84,$120,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66700384540059&2d139.7333730434575&2m2&1d35.74262638279253&2d139.8870575549314&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._n6gigx&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=52083,"★10 minutes on foot to metro Oshiage station B2 Exit and SKYTREE
★13 minutes on foot from JR Kinshicho station North Entrance.
★about 20 minutes on foot to Asakusa station. *One station from Oshiage station to Asakusa station.
★3 minutes by train from Kinshicho station to Ryogoku station.
★7 minutes by train from Kinshicho station to Akihabara station.
★1 minute on foot to convenience store LAWSON.
★5 minutes on foot to supermarket.
★Free internet access with WiFi.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$141
